{-0.01, 0.}
{-0.009998, 3.158273305103876*^-9}
{-0.009996, 1.4212228468091225*^-8}
{-0.009994, 3.5530565323238505*^-8}
{-0.009992, 8.843160888538648*^-8}
{-0.00999, 1.579135405371801*^-7}
{-0.009988, 2.2739541608629567*^-7}
{-0.009986, 3.4819908195959924*^-7}
{-0.009984, 5.053226813700462*^-7}
{-0.009982, 7.035035270157585*^-7}
{-0.00998, 9.080006176926947*^-7}
{-0.009978, 1.1942173786527732*^-6}
{-0.009976, 1.4780649528849387*^-6}
{-0.009974, 1.9348264893537247*^-6}
{-0.009972, 2.3213159869039932*^-6}
{-0.00997, 2.9312508093113367*^-6}
{-0.009968, 3.335108630582395*^-6}
{-0.009966, 3.993203974201887*^-6}
{-0.009964, 4.732622256251595*^-6}
{-0.009962, 5.415585008721191*^-6}
{-0.00996, 6.1585521023432846*^-6}
{-0.009958, 6.963891830169544*^-6}
{-0.009956, 8.025044946910143*^-6}
{-0.009954, 8.771162173678793*^-6}
{-0.009952, 0.000010005220560160843}
{-0.00995, 0.00001134981168722593}
{-0.009948, 0.00001254280389174367}
{-0.009946, 0.000014389538105530343}
{-0.009944, 0.00001578464336216956}
{-0.009942, 0.000016600215303719247}
{-0.00994, 0.000018830647634249686}
{-0.009938, 0.000020486282332536466}
{-0.009936, 0.000022233495772071564}
{-0.009934, 0.00002450456022403702}
{-0.009932, 0.00002692483594442474}
{-0.00993, 0.000029015467561914752}
{-0.009928, 0.0000306971086725305}
{-0.009926, 0.00003458785254824193}
{-0.009924, 0.000037052682499805203}
{-0.009922, 0.000040229257940053835}
{-0.00992, 0.0000435818789046083}
{-0.009918, 0.00004512449400678343}
{-0.009916, 0.00004874512112039931}
{-0.009914, 0.00005328354239167554}
{-0.009912, 0.00005731901146829865}
{-0.00991, 0.00005915446776203259}
{-0.009908, 0.00006348319257583234}
{-0.009906, 0.00006801715986134172}
{-0.009904, 0.00007003256249458877}
{-0.009902, 0.00007487635298424667}
{-0.0099, 0.0000799372207514808}
{-0.009898, 0.00008521989968074429}
{-0.009896, 0.00008859432060051998}
{-0.009894, 0.00009536077953679678}
{-0.009892, 0.00009784181911819512}
{-0.00989, 0.00010269288294466161}
{-0.009888, 0.00010769864433284025}
{-0.009886, 0.00011286146905136896}
{-0.009884, 0.00011951162976945095}
{-0.009882, 0.00012504185741324836}
{-0.00988, 0.00012931597941276472}
{-0.009878, 0.00013513071317778903}
{-0.009876, 0.0001426316961008638}
{-0.009874, 0.00014726921793831903}
{-0.009872, 0.0001552145372516307}
{-0.00987, 0.00015843447491738273}
{-0.009868, 0.0001667850440098515}
{-0.009866, 0.000173648597217424}
{-0.009864, 0.0001825204348202547}
{-0.009862, 0.00018792730827670303}
{-0.00986, 0.00019534719501880927}
{-0.009858, 0.00020295725496857918}
{-0.009856, 0.00021280606443563064}
{-0.009854, 0.00021875735097714788}
{-0.009852, 0.00022479066626263132}
{-0.00985, 0.00023756675813841688}
{-0.009848, 0.0002416630537654707}
{-0.009846, 0.0002504034171583309}
{-0.009844, 0.0002593497115954042}
{-0.009842, 0.00027096764258316864}
{-0.00984, 0.0002829217202520873}
{-0.009838, 0.00028744781352819904}
{-0.009836, 0.0002945875221966303}
{-0.009834, 0.00030453380851248467}
{-0.009832, 0.0003174843657681672}
{-0.00983, 0.0003250867047517665}
{-0.009828, 0.0003298598127979071}
{-0.009826, 0.00034354840446263916}
{-0.009824, 0.00035148943408221724}
{-0.009822, 0.00036264739595160745}
{-0.00982, 0.00036764347493574494}
{-0.009818, 0.0003856614314390514}
{-0.009816, 0.0003941817054056824}
